libcode,pubcity,pubyear,title,oclc,language
None,Paris ,1836,"Petit Robinson ; ou, Les aventures de Robinson Crusoé : arrangeés pour l'amusement de la jeunesse",794213956,eng
None,Paris ,1836,Les Aventures de Robinson Crusoé (traduites de D. Defoé).,457493560,eng
None,Paris ,1836,"Aventures de Robinson. Traduction nouvelle, ornée de douze gravures.",559893033,eng
None,Paris ,1836,Aventures de Robinson [sic] Tr. nouvelle ...,613202598,eng
None,Paris ,1836,Aventures surprenantes de Robinson Crusoe Traduites de l'anglais.,793673015,eng
None,Paris ,1842,"Aventuras de Robinson Crusoe, traducidas al castellano del original inglés.",58913818,eng
None,Paris ,1842,The Life and adventures of Robinson Crusoe ...,457493156,eng
None,Paris ,1843,The Life and most surprising adventures of Robinson Crusoe ... (by D. Defoe).,457493170,eng
None,Paris ,1845,"The life and adventures of Robinson Crusoe of York, mariner with an account of his travels round three parts of the globe",491925535,eng
None,Paris ,1845,Robinson Crusoé,494237164,eng
None,Paris ,1845,"[Aventures de Robinson Crusoé ... traduites par Mme. A. Tastu ; suivies d'une notice sur Foé et sur le matelot Selkirk, par Louis Reybaud, et ornées, de 52 gravures sur acier, d'après les dessins de M. de Sainson, etc.].",559893056,eng
None,Paris ,1846,Aventures de Robinson Crusoe : Trad. nouv. Illustrée de 20 grav.,252500054,eng
None,Paris ,1847,Aventures de Robinson Crusoe : Trad. nouv. Illustrée de 20 grav.,252500054,eng
None,Paris ,1850,"Aventures de Robinson Crusoé : traduction nouvelle illustrée de 20 grands dessins par Bouchot, gravé par Trichon, Bertrand et Poujet.",244981856,eng
None,Paris ,1850,Aventures de Robinson Crusoé,270108917,eng
None,Paris ,1850,Aventures de Robinson Crusoé,270108917,fre
None,Paris ,1854,"Robinson du jeune age : ou, Aventures les plus curieuses de Robinson Crusoe",978074228,ger
None,Paris ,1854,Adventures de Robinson Crusoe,1011961414,ger
None,Paris ,1865,Aventures de Robinson Crusoé. Nouvelle édition traduite de l'anglais [by H. Cordonnier and J. Effen] ... Ornée de gravures.,559893106,ger
None,Paris ,1870,Robinson des enfants : Adventures les plus ourieuses de Robinson Crusoé,252500066,lat
None,Paris ,1870,"Robinson Crusoé, par Daniel Foé, précédé d'une notice sur sa vie et ses ouvrages.",457494591,en
None,Paris ,1878,Robinson Crusoé,676291329,en
None,Paris ,1879,Exercices d'écriture phonétique. Aventures de Robinson Crusoë.,37741619,en
None,Paris ,1883,Robinson Crusoé,793721090,en
None,Paris ,1886,Aventures de Robinson Crusoë,1040511660,en
None,Paris ,1886,"Aventures de Robinson Crusoé : traduction nouvelle, ornée de six gravures.",863498437,en
None,Paris ,1886,"Aventures de Robinson Crusoé : traduction nouvelle, ornée de six gravures.",863498437,en
None,Paris ,1888,"Vie et aventures de Robinson Crusoé, traduction de Petrus Borel; avec huit eaux-fortes par Mouilleron, portrait gravé par Flameng ...",23401948,en
None,Paris ,1889,"Aventures de Robinson Crusoé ... Traduction nouvelle, ornée de vignettes. [Parts 1 and 2, abridged.].",559902934,en
None,Paris ,1894,Robinson Crusoé,644626324,en
None,Paris ,1899,Robinson Crusoé,21553329,en
None,Paris ,1899,Robinson Crusoé,21553329,en
None,Paris ,1914,Robinson Crusoé,644612507,en
None,Paris ,1919,Robinson Crusoé,465116774,en
None,Paris ,1923,Les aventures de Robinson Crusoé; édition illustrée de cent gravures coloriées.,23402234,en
None,Paris ,1925,"Robinson Crusoé : notice, analyse et extraits",457494818,en
None,Paris ,1925,Aventures surprenantes de Robinson Crusoé : texte anglais expliqué par deux traductions françaises ...,79164196,en
None,Paris ,1926,Vie et aventures de Robinson Crusoe : texte anglais,492362357,en
None,Paris ,1926,Robinson Crusoé dans son île,459114882,en
None,Paris ,1935,La vie et les aventures étranges & surprenantes de Robinson Crusoé / 2.,312824430,en
None,Paris ,1938,"La vie et les aventures de Robinson Crusoé : édition traduite de l'anglais et abrégée, contenant des gravures",1040300616,en
None,Paris ,1938,Aventures surprenantes de Robinson Crusoé. Tome second,463713909,en
None,Paris ,1945,Robinson Crusoe : [extraits en anglais] ...,762750130,en
None,Paris ,1946,"La vie et les aventures étranges et surprenantes de Robinson Crusoé de York, marin",4997074,en
None,Paris ,1946,"La vie et les aventures étranges et surprenantes de Robinson Crusoé de York, marin",4997074,en
None,Paris ,1947,Robinson Crusoé,440256434,en
None,Paris ,1949,Robinson Crusoé. Tome 1,80070151,en
None,Paris ,1949,Robinson Crusoe.,895049313,en
None,Paris ,1950,Aventures de Robinson Crusoé : traduction nouvelle,698797708,en
None,Paris ,1950,Robinson Crusoé.,61059416,en
None,Paris ,1953,Robinson Crusoë,699200366,en
None,Paris ,1960,The life and adventures of Robinson Crusoe,493222772,en
None,Paris ,1965,Robinson Crusoé,245664259,en
None,Paris ,1966,Robinson Crusoé,245664259,en
None,Paris ,1966,Robinson Crusoé,246087530,en
None,Paris ,1967,Robinson Crusoé,246087530,en
None,Paris ,1970,Robinson Crusoe,895778060,en
None,Paris ,1974,Robinson des enfants : aventures les plus curieuses de Robinson Crusoé.,898981648,en
None,Paris ,1975,Robinson Crusoé.,1040354942,en
None,Paris ,1976,"Robinson Crusoe : [""Life and adventures of Robinson Crusoe""] Daniel Defoe.",460081740,en
None,Paris ,1979,"Robinson Crusoe : [""Life and adventures of Robinson Crusoe""] Daniel Defoe.",460081740,en
None,Paris ,1979,Robinson Crusoe,411866777,en
None,Paris ,1979,Robinson Crusoe ...,469908326,en
None,Paris ,1980,La vie et les aventures étranges et surprenantes de Robinson Crusoe,71516773,en
None,Paris ,1980,Robinson Crusoé,461621861,en
None,Paris ,1983,Robinson Crusoe,935557330,en
None,Paris ,1986,Robinson Crusoé,461773692,en
None,Paris ,1990,Robinson Crusoé : [édition abrégée],461836512,en
None,Paris ,1993,Robinson Crusoé : [édition abrégée],461836512,en
None,Paris ,1994,Robinson Crusoe,243786918,de
None,Paris ,1995,Robinson Crusoe,243786918,de
None,Paris ,1996,Robinson Crusoé,251825537,en
None,Paris ,1996,Robinson Crusoé.,1040406120,en
None,Paris ,1998,Histoire générale des plus fameux pyrates,53622860,en
None,Paris ,1999,Robinson Crusoé : une oeuvre,718294228,en
None,Paris ,1999,Robinson Crusoe,689524862,en
None,Paris ,1999,Robinson Crusoé,464187131,en
None,Paris ,2000,Robinson Crusoe : roman,40914854,en
None,Paris ,2000,"Le mythe de Robinson : [morceaux choisis] : une biographie ..., des lectures a theme, des fiches thematiques, des pistes d'etude, et une bibliographie commentee",640356944,en
None,Paris ,2002,Defoe : vie et aventures de Robinson Crusoé,470327660,en
None,Paris ,2002,Robinson Crusoé,467854131,en
None,Paris ,2002,Robinson Crusoé,467854131,en
None,Paris ,2003,Robinson Crusoé,798737472,en
None,Paris ,2003,Robinson Crusoé,468112064,en
None,Paris ,2006,Robinson Crusoe,965453648,en
None,Paris ,2007,Robinson Crusoé,401580455,en
None,Paris ,2007,Robinson Crusoé,401580455,en
None,Paris ,2008,Robinson Crusoe,414131430,en
None,Paris ,2008,Robinson Crusoé,417393745,en
None,Paris ,2012,Vie et aventures de Robinson Crusoé,1040427539,en
None,Paris ,2012,Robinson Crusoé,424003176,en
None,Paris ,2012,Robinson Crusoé,691847363,ar
None,Paris ,2013,Robinson Crusoé,758570956,en
None,Paris ,2013,Robinson Crusoé,470733471,en
None,Paris ,2014,Robinson Crusoé,470766783,en
None,Paris ,2014,Robinson Crusoé : roman,800987256,en
None,Paris ,2014,Robinson Crusoé,999806464,en
None,Paris ,2014,Robinson Crusoé,999806464,en
None,Paris ,2014,Robinson Crusoé,867590813,en
None,Paris ,2014,Robinson Crusoé,999746801,en
None,Paris ,2015,Robinson Crusoé,887524576,eng
None,Paris ,2017,Robinson Crusoé,887524576,por
None,Paris ,19--,Robinson Crusoé. Tome I,944515783,pt
None,Paris ,19--,Robinson Crusoé. Tome I,944515783,fi
None,Paris ,19--,Robinson Crusoé. Tome II,944518772,fi
None,Paris ,3.de,Robinson Crusoé. Tome II,944518772,fi
None,Paris ,8 [1,Robinson Crusoé,942901337,fi
None,Paris ,8 [1,Robinson Crusoé : 1719 : texte abrégé,993107082,fi
None,Paris ,9 ru,Robinson Crusoë,40515741,pl
None,Paris ,1801,Robinson Crusoë,40515741,pl
None,Paris ,1801,Robinson Crusoe,895774078,es
None,Paris ,1801,"Histoire corrigée de Robinson Crusoé, dans son isle déserte. Ouvrage rendu propre à l'instruction de la jeunesse, sur l'avis et le plan de Jean-Jacques Rousseau ...",23646792,en
None,Paris ,1860,"La Vie et les avantures de Robinson Crusoë ... Ancienne traduction [of H. Cordonnier and J. van Effen] revue et corrigée sur la belle édition donné par Stockdale en 1790, augmentée de la vie de l'auteur (par A.G. Labaume) ... Édition ornée de 19 gravures d'après les dessins originaux [of T. Stothard], etc. [Edited by C. Montlinot.].",559893023,en
None,Paris ,1900,"La Vie et les avantures de Robinson Crusoë ... Ancienne traduction [of H. Cordonnier and J. van Effen] revue et corrigée sur la belle édition donné par Stockdale en 1790, augmentée de la vie de l'auteur (par A.G. Labaume) ... Édition ornée de 19 gravures d'après les dessins originaux [of T. Stothard], etc. [Edited by C. Montlinot.].",559893023,en
None,Paris (,1967, de la Fontaine-au-Roi 9 ru Robinson Crusoé,465590942,en
None,Paris Le Prieur ,2008,1801 La Vie et les aventures surprenantes de Robinson Crusoé T. 3,724146135,en
None,Paris Le Prieur ,1984,1801 La Vie et les aventures surprenantes de Robinson Crusoé T. 3,724146135,en
None,Paris Le Prieur ,1984,1801 La Vie et les aventures surprenantes de Robinson Crusoé T. 4,724146145,en
None,Paris Vermot ,2000,1860 Aventures of Robinson Crusoé,724146166,en
None,Paris. ,2011,[Robinson Crusoe picture cards].,704991078,en
None,Paris] ,1965,Robinson Crusoe,17401477,en
None,Parklands ,1867,Robinson Crusoe,929000342,en
None,Paulton ,1858,Robinson Crusoe,1022992250,en
None,Paulton ,1945,Robinson Crusoe,1022992250,en
None,Pearson Education ,2014,Robinson Crusoe,610883730,en
None,Pécs ,1825,Robinson Crusoe,922846946,en
None,Penguin Books ,1825,The Life and adventures of Robinson Crusoe ... Edited with an introduction by Angus Ross. [With an appendix on Alexander Selkirk.].,559887865,en
None,Pest ,1843,"[Robinson Crusoe élete és kalandjai. Angol után átdolgozva. [Parts 1 and 2, abridged.]].",559903074,en
None,Pesten ,1847,Robinson-Crusoe története. Foë és Geiger szerint kivonatban adja Vajda Péter 2-dik kiadás. Négy szinzett képpel.,559903056,en
None,Peter Pauper Press ,1849,The Life & Strange Surprising Adventures of Robinson Crusoe ... Illustrated by Richard Floethe.,559887776,en
None,Peterborough ,1849,Robinson Crusoe,875729326,en
mdp.39015078550525,Philadelphia,1850,"The life and adventures of Robinson Crusoe, written by himself.",37262077,en
mdp.39015078550533,Philadelphia,1850,"The life and adventures of Robinson Crusoe, written by himself.",37262077,en
mdp.39015078556381,Philadelphia,1853,"The life and adventures of Robinson Crusoe; : revised with special reference to moral tendency, and adapted to the capacity of the young : with numerous illustrations.",13547134,en
mdp.39015074251896,Philadelphia,1855,The life and adventures of Robinson Crusoe / by Daniel De Foe.,233931031,en
mdp.39015078550913,Philadelphia,1859,The life and adventures of Robinson Crusoe; by Daniel De Foe.,13393547,en
mdp.39015078551093,Philadelphia,1860,"The life and adventures of Robinson Crusoe, who lived twenty-eight years in an uninhabited island. With an account of his deliverance.",25853098,en
mdp.39015078551002,Philadelphia,1866,"The life and adventures of Robinson Crusoe. By Daniel De Foe. With an autobiographical memoir of the author, and a life of Alexander Selkirk, by whose residence on the island of Juan Fernandez the work was suggested, Edited by Peter Walker ...",18075828,en
pst.000032538458,Philadelphia,1867,"The life and adventures of Robinson Crusoe / By Daniel De Foe. With an autobiographical memoir of the author, and a life of Alexander Selkirk, by whose residence on the island of Juan Fernandez the work was suggested. Edited by Peter Walker.",37041680,en
mdp.39015078551564,Philadelphia,1870,"The life and adventures of Robinson Crusoe. By Daniel De Foe. With an autobiographical memoir of the author, and a life of Alexander Selkirk, by whose residence on the island of Juan Fernandez the work was suggested. Edited by Peter Walker ...",34647020,en
mdp.39015078551325,Philadelphia,1872,The life and adventures of Robinson Crusoe. By Daniel De Foe.,67409709,en
hvd.hwjv1d,Philadelphia,1872,The life and adventures of Robinson Crusoe.,236077614,en
mdp.39015078551226,Philadelphia,1873,The life and adventures of Robinson Crusoe : with a biographical account of Defoe. / Illustrated with eight characteristic engravings by Orr.,69679882,en
mdp.39015078552414,Philadelphia,1873,"The life and adventures of Robinson Crusoe, who lived twenty-eight years in an uninhabited island. With an account of his deliverance.",4795771,de
mdp.39015078552323,Philadelphia,1873,"Life and adventures of Robinson Crusoe. By Daniel De Foe. Including a memoir of the author, and an essay on his writings.",38177762,de
mdp.39015078553297,Philadelphia,1874,"Life and adventures of Robinson Crusoe / by Daniel De Foe [sic] ; including a memoir of the author, and an essay on his writings.",16161231,de
mdp.39015078553339,Philadelphia,1875,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner, : as related by himself / by Daniel De Foe ; with an autobiographical memoir of the author and a Life of Alexander Selkirk, by whose residence on the island of Juan Fernandez the work was suggested.",70047315,cs
mdp.39015078553321,Philadelphia,1891,"The life and strange surprising adventures of Robinson Crusoe of York, mariner, as related by himself, / by Daniel De Foe ; with an autobiographical memoir of the author, and a life of Alexander Selkirk, by whose residence on the island of Juan Fernandez the work was suggested ...",70715593,cs
mdp.39015078552356,Philadelphia,1891,"The life and strange surprising adventures of Robinson Crusoe of York, mariner. As related by himself. By Daniel De Foe. With an autobiographical memoir of the author, and a life of Alexander Selkirk, by whose residence on the island of Juan Fernandez the work was suggested ...",2915112,cs
uc2.ark:/13960/t5fb5bm6n,Philadelphia,1891,"The life and strange surprising adventures of Robinson Crusoe of York, mariner. As related by himself. By Daniel De Foe. With an autobiographical memoir of the author, and a life of Alexander Selkirk, by whose residence on the island of Juan Fernandez the work was suggested ...",2915112,cs
mdp.39015078552935,Philadelphia,1891,"Life and adventures of Robinson Crusoe. By Daniel De Foe. Including a memoir of the author, and an essay on his writings.",29748952,cs
mdp.39015078552893,Philadelphia,1891,"The life and adventures of Robinson Crusoe, who lived twenty-eight years in an uninhabited island. With an account of his deliverance.",19907014,cs
mdp.39015078553347,Philadelphia,1891,"Life and adventures of Robinson Crusoe / by Daniel De Foe ; including a memoir of the author, and an essay on his writings.",32569704,cs
uva.x000449900,Philadelphia,1891,"The life and adventures of Robinson Crusoe / by Daniel Defoe ; illustrated with etchings by M. Mouilleron ; portrait by L. Flaming ; and with engravings after designs by T. Stothard, R.A.",6806376,cs
